,score
0x97889c952368b5ae0def08eb845ec1ca212b6f2d,50.07
0x5ce259aedcd14038ad2c35ecaa7b6b2974d339ac,50.07
0xbb1e599e15f2bf248732ef060cadffeb6363cc4c,50.06
0x3783f95b6cc030b1ccb735bdbabe38b4dcf1cf9a,50.06
0xd2adb7b4df854631fa0f790a93b2fa25fad3f56e,50.06
0xfe5ac7992254e93b9aa4d4f1f4dacf01150d85ca,50.06
0x5d94606fdceca06ba90d7118724bf36673951eee,50.06
0x38885d2397cae1083c52da70e91dfbf9d1963ca3,50.06
0xc6af895832bf156c59c8c0b59fc31179d5f7019f,50.06
0x5d041980e76e766c0b8ca414c4244e75942ccbf2,50.06
0x20aec996ce9d508a7f51b2a217bf6a87b6be0ef1,50.06
0x49a1eb39534f378722036d41d3ab5c92e86b55cf,50.06
0xd918fe4229e53ecbf53de43c2a5b5e3aa735c341,50.05
0x095e5d0fa083bf92f09e590c899aa962dd1bb5c7,50.05
0x27b69c405d6c58f5dd83ef7e117355a4942014bd,50.05
0x7c65eeefff2b7127df173b43b7c93b93ab75c7e7,50.05
0x0ac4cfbcc7dee4e7137f8af0b94ec725505fb227,50.05
0x1955c2b76b1cf245795950e75eb176080879da50,50.05
0xad18b370f7359bcb2ae510fd06e13dc749cbe19c,50.05
0xd9a25a008d5e5973a7e439002327a62d56adaab5,50.05
0x75a539db04dfcd914b7b2e985662e586c3da3ed4,50.05
0x8af82f495137b95e59cbccecc4479f1e07df5f16,50.05
0xb9e5436ccbc77b8c25a3fdb53273cfde1e85990a,50.05
0x2dea05a9dc86df71c69c891a959aa79fdc8ec8ad,50.05
0xaa8e2e0d59dc2acededb3be9dec442f7671ffeb9,50.05
0x77feecc45fa31f2639d4c1cee0ccbf138387d79b,50.05
0x00efe838a629339d98f565956e055b64724840ad,50.04
0x3f70d4927adfad26eb7b1574eea7939d347d902b,50.04
0x96c7163acac46c6d14b41b5ce141e628ec4c1760,50.04
0xca1dbc246cd82d379f3df25732ca79ffe12b6032,50.04
0xe286e8e6e2e60cac9d077b3a42e2cd79c5faec4f,50.04
0x5a9c80f8af323177a03037674157d4120cc1f28b,50.04
0x96482d545d2f0513dac4f037e98685ca7a3d0afe,50.04
0x952e2b42cde62d9917f5ccbdc59589417bda9d06,50.04
0x26b46c62a7ef0a545b8ce0f6f972da9394661bc9,50.04
0xeb7f712da1b63321df34d12056c94e97aaa99939,50.04
0xbace5a7e2fc96055d463166a9f6ad781c0f35be8,50.04
0xffaccef20064fceae070107e8e4821a7fa981bb5,50.03
0x770fb298e70df0eb42235671a53e3210dd2ec2e9,50.03
0x00fe460a15b49d09f39b057d0f1a7b9444f4f2be,50.03
0xd03ff5274e6ff0b43cee31cafe1c40324fe5d33c,50.03
0x360b121a6f4de986bbcb0139775f6a25105130a9,50.03
0x81da4f0bcea8d330d790da28bf5349d29ad51fda,50.03
0x3cc228f907bc37cbfdc1e415d2129d68aa3c4864,50.03
0xb631651cb570ba0c0d696bd5e4860cbd214f20a0,50.03
0xc9e7a40b20e2b10b3619109a74e9e6ef17c31299,50.02
0xa53a13a80d72a855481de5211e7654fabdfe3526,50.02
0xffbc36636cffeee51593f6f8048f618138b5b793,50.02
0x6fcd805a06d424a45b226f951b0a7a7b662831bd,50.02
0x0d5926184e886db1a736d88f0fb257be3f99ebd5,50.02
0x18b4500ebfe39ae1e13a03915c2ab0d62a1430a2,50.02
0xc04d6b100cdbb807bb7913fa68ff0d5990e43dbe,50.02
0x63ddb0d7750aa11251330fea651e2a7fa1db53df,50.02
0x2800baabf31d8e53e0f621ff08b94a9f91d9f1c0,50.02
0x35440df5c2fab7f5dd7c101fdf94a039a00c6ab7,50.02
0x686d0b9d00ce38533f6fb009cab058757f37a904,50.01
0x91b57d4077fb560bddbb4cbe81546b10005b587d,50.01
0x204d4879a3975e97c852cd89df57ce08a6d2aa20,50.01
0xb58f9800f74fea404b58f94ca3685d97e4fdfbed,50.01
0xbbd13ca6aace2a8eccbde88bc7849c3c6e4e172e,50.01
0xa0dac30ab1def9f4daf42ea94509a51783c78c4f,50.01
0x44e88af9ccecc4de798737cc70ee011f6c38d00e,50.01
0xd63b87fa46652a28cb3ffcbc56f7721fc60943ad,50.01
0x848102e06b5f603c7eca9923f8da8517ef99b4ab,50.01
0xf5d26d8bde798b381828c5a3b214abc60860b9da,50.01
0x8014a798ca117e4c44047f5c6cc617bc54296284,50.01
0xa4f965e38a7d2795f43eebbed1c160319adbee04,50.01
0x1d7c8084d7307c661c414085b30f5d74056ce6dd,50.0
0x1a78e512008b2fac6cea2b8d8e54f1e304f3cd2d,50.0
0x3ee505ba316879d246a8fd2b3d7ee63b51b44fab,50.0
0x924d0812ccfa3811ec185f54803cc2a87e59608d,50.0
0x311c38520151b0bc500d60eab5548c1cefec8fed,50.0
0xb141936c797fb48714c37f9168d8dedd47975191,50.0
0xf92d38c0478a1932300d17d4d3af5bf91da8bf14,50.0
0xfe1bcd4fae7d1f04a744aa51d2cf4efd5277762f,50.0
0x7a75da34c346f244e54fa2f71b25560efb1f9b20,50.0
0x7091de9a5435dba7f051045d64c5ef56bd96064e,49.99
0xa918add8803e65e97410ec42ae359dfe6663a8a6,49.99
0x45ce9d7bdadb704c68242118e2b8586e491e5c51,49.99
0x094646895a32af6226297280cb58b5401e9f7a04,49.99
0x57aeda024fdbc8e1ce19cb9a628ca39747e3661f,49.99
0x2eeeedef8f6d93facfb10521103eb377cbf930a4,49.99
0x1a6e64a15cb07639eb27471e422a947085c2f4fc,49.99
0xd25586480e0419024aa3b4aff214bc8bf061fc87,49.99
0x717ab1c60e79464ed2e2980a131fe5774b855789,49.98
0x92be89852867b06d8f77e110d95e7e5dad2f5359,49.98
0xd8982cf39b93ca723ebbca49efd04d4777a9686b,49.98
0x8a982ac699aa380f0fe1924f4cac260f596a3774,49.98
0x00778a211057c47a9f8885750bbf48226771bcdc,49.98
0x8f46901fc234cd942b88e6056ea58226207f4ca5,49.98
0x8f9ea522c7b8026f3308f6aeaf4a4e458206b600,49.98
0x103de93bf9468164c48a46fdaa1a5a74899cdabe,49.98
0x389135c984febdbb310adaf23a690dc28c8fa62b,49.98
0xd08cabe704034c50ecfddb73db12d6bc6a453f05,49.98
0x515d82a74a9aade721801da71fd35f09799cffaf,49.98
0xcdf449b5c9bd2a725319163c3e7f2d7222c4d8c9,49.98
0xb326f62afa5cc4fce10ac486d4991ca0ea90b6d0,49.97
0xdfb672378f7901a4cdbd6f76b0014ef3f8ecd7af,49.97
0x86b6b58b85b68630435b381e61144341ec361337,49.97
0x6976b21f3c91bd112aa41a6ef9be5212852db6f5,49.97
0x06faf1d63a900d62679f22af2ae8ef6c78eec9fd,49.97
0x59e3adae9267f874b175df394abc5fcd0fcf8175,49.97
0xd5a57e97c9532768a05f29f8c7c70bd990e01471,49.97
0xb4c6a5e9b481eb4cad2573a01510a924bb2f2341,49.97
0x2c99d50eb4daa1d26b5ba0b1daab58cbfc0ac3e6,49.97
0x72a38f45f57d8c25425a1712e7bf121159bf48dc,49.97
0x8183866223445441b6fb9206b9f0b583410977e6,49.97
0xb36d37110417c0ca0b79b5d262868cc9444f7550,49.97
0xd3d4ce329824372655ba5303d609a73e56693164,49.97
0x034a4081df0c5a039d05113a7d0b334083a7b084,49.97
0x33784dbf0433530d4badd39baef04f98d0c0de94,49.97
0x5a92bc71ff2cee03202db6b625cb074d588344bb,49.97
0x3996769bd6bf1f7380895bc969302804b3d3125b,49.97
0xd372d109ba3f475a75ef27a0ad00044f33d09a4e,49.97
0x14c90b59f95b9405113dfedbae88fdd20c29ee36,49.97
0xb1998487b4cd187b4c4d1ad81a957ccbc10a0f85,49.96
0x8fdd427fdb9dbdc5d2798cc6711b616467a802f2,49.96
0xd8cc3c23c9feb635ba1b18fd449188dda3b086c0,49.96
0xa81d9946244f67a1a0fc8812439bd5efcc777c0a,49.96
0x4685bb0077179b45095a3c2a175acd9b3cd59d1c,49.96
0x6ec440154dd9c34e01d54779d55cd861de77db59,49.96
0x84ece745851c477d15cfda32c71f2bebdbfb6218,49.96
0x355d22caaf4c153e72f50a875bb9e79a2aebe398,49.96
0xa4da0f347c6abe0e8bc71b5981fd92b364eda4c2,49.96
0x1d3af9f6018c518bcf6641658eb8374501b93709,49.95
0x66215d23b8a247c80c2d1b7bef4befc2ab384bce,49.95
0x7a9cf8d9c6d2e7c465b5f28550488f5500e086fe,49.95
0x4f3a36c91c392781536348c03dfb8f6e265c277d,49.95
0x5424290830e5a379e90050b15673d6ca7a9c5430,49.95
0x8242d744f0d94f3a3e11258d727ec093e2b4589a,49.95
0x9079a0a7e0ebee7650c8c9da2b6946e5a5b07c19,49.95
0xb9a8deae8115c7d7b8aed2ce4610c54e023e964f,49.95
0x527ec55e69b680cf846da2d4f9dd7f3b1b2a44cf,49.95
0x42336826ae2d0cb9ddcdea88dfd023a6b48cd926,49.95
0x606420fc17e08ce7d85a5068cede5542c0e47128,49.95
0x2a4e6c78f12333481a6d932ba526eb56bd64f008,49.95
0x8873b045d40a458e46e356a96279ae1820a898ba,49.95
0x2d244257fa51d0d9a74fb36e71eec0d964931699,49.95
0xd0b5795bf8a5f34772d77572a7167199b658dde1,49.95
0x7cf6f36854c21758868ff0af84310546499135f0,49.95
0x9b520fa2e47e024aadb2bad83cf9a50ded982583,49.95
0x838b07f4304795cb5f9aa85dacf194765b3e469a,49.95
0x352f4060285b2c5e66eed5e61b6fec06e16af058,49.95
0x119e26e8809efd0d2baf690c62bd847271f2e96e,49.94
0xebbcc9b60e2b819f2758c205c8cd986133d21005,49.94
0x06763a0717f74b33840ebd85122a5093f828ad38,49.94
0x950cb6d8f4f78650ae968a7cd3674265a2e15096,49.94
0xeb97d37bb6cd268ddb25e67cfbb9b3f7468db46c,49.94
0x2a1049062c6cfd69bd38fbaf3b0559df1dbbc92c,49.94
0x3660581fd4bce34ae6d9d29f619e9561564f20ea,49.94
0x297289405faf325d416658e93d93d0ade229528c,49.94
0xc2dc96ce8fa3eb81477925a20f238911e5f5ff71,49.94
0x93d30a4051df1363a11050dd5259494a609ed97e,49.94
0x6c5d0d9eb1243903775ffdbc8f5d29b04ce3670d,49.94
0xfc62310864feb3188179e67f68d00ae253519164,49.94
0x6a983e653d6d7c81fbd29dd7cc638b6f36242d08,49.94
0x512fce9b07ce64590849115ee6b32fd40ec0f5f3,49.94
0xc7d4bf98fb7ba2ca2d1e79d5725a62a42bdeb722,49.94
0x8eeb3170eea4135b88ec6c058f101d41a29d0cd2,49.94
0x0df533996310ec7f7683b9ce90126bca431e2195,49.93
0xe4b205c76b78cf72012d6040c33429dba9bbd19b,49.93
0xe1b0e71dfbf82eb2521ed94508e9b0b6eed6a634,49.93
0xe0bdfb7abb21b4203d25e6b27029a9d423e4f2cc,49.93
0x7bacf22f747f2f4b983081c0aa76dddfecd008ab,49.93
0x285d23ea20ab8138e63889669b091704a1787278,49.93
0x480539e4ec98308936fe2d179e6edf6d8b71ec63,49.93
0xdf164e23284e615ae14db1d7a8b5375ffd0ff65e,49.93
0xef90422ad2b181465d4c50c79018072e1976618c,49.93
0xb528c573ddd7acaba1a1da77a4fd5a1ea4a32990,49.93
0x002f9caf40a444f20813da783d152bdfaf42852f,49.93
0xa1fb1ccf3bd712972b06a089c6c69fe342a52af1,49.93
0xfff7830f9ddb9d48d9e213354c92604ef7e1298b,49.93
0xb082ddfd74748b763f52f04558e5f814a56de67a,49.93
0x736e108bcdd0c48771878caa148c1254689a941d,49.93
0x94d12d7b33a8a745c35a1dac6c5c4a5d60a0259a,49.92
0xcb71eb21f53a2f4de0f26dc90518df10be13d1ec,49.92
0x0e4a51a9a0f3c0f38f9d3d8472985c4a5d020e6a,49.92
0x602b2d2278465ea5823898000140cef95f2b8d56,49.92
0x85cdbf9345cec498a386026f66ce7b40cbbef52a,49.92
0x8878d85f8e7e73645b92e004f4e557488ab32725,49.92
0xe20ee1d250c8d3e0bd140306121001bfdc7a1201,49.92
0xdd3e5ba74dea995d8a057020feb2b0c710e2c982,49.92
0x937a00b56f3fe79909306d72292b965a00fe3406,49.92
0x9f0a988edc96dac834c158ebfe667da932bd87c6,49.92
0x8fc4ce97c58765708492990de43f6aabe38fa918,49.92
0x55d8a4abba8ce97a11825e530f03a95d792b7012,49.92
0x7d8e71187eb70959d23327999d005bfafb506c0b,49.92
0x56ff547bc979402a08218c94da0d3682f47f8511,49.92
0x25cb5b18a3d6c7cf562de456ab8368ed577c0173,49.92
0xf22f00d0b95b1b728078066e5f4410f6b2be8fae,49.92
0x7ed40353909c23fb61bc2bb29096ea1bbe53f966,49.91
0x0e7644049d4db2aeaaea2938aa634179cad5954d,49.91
0x6101783d70c267d0cd749fe40718eb7b599302a2,49.91
0x4b1f2b10a8c7d8b37ecf45659cdeddb54f84253e,49.91
0xb7625573f98f436554fde189bba8f1cdb57a6b97,49.91
0x1390743368d3d548cea3e371f8da81da2ffde2c1,49.91
0x8644daa288acb539a07d3dceb6d58f7a2af60c3d,49.91
0xf4ae6165c3e05ae7426c5b5200e8b9a7565ac595,49.91
0xb6317af995693789900f85b2d93d1dd0f5deb558,49.91
0xfd30f11deb1c80d93533b6c7ab18a46b4f16d908,49.91
0xe41a7de079fe7ce7a35e44ddbd80060704f8bcdc,49.91
0x3566974231473a3456d2305fea0bb0944d2ed698,49.91
0x364dd034d0cbd922289ebe2558b113b04e77f502,49.91
0x641a3550f1b7658e78b806aab0af1dfbd86c5f80,49.91
0x194365fcd494c46c013acd7ef81494759c00123a,49.9
0x7582ac6dc157ed93da48c46593daa011b99e9e3b,49.9
0xc980b6cbd623a2e505a64f1b654f7a042fdf6bb5,49.9
0x0f3114c400031e22d0cd718674359ffbaf32986c,49.9
0x1bdb1783505f626a55a5e3dd3e366df1cd69c055,49.9
0x639cec09a3ad0dedc2951adb00c43a43160273c3,49.9
0x27970d7f5e4241fa3e79eefcfcd302c60b8ff0d5,49.9
0x2075fd8f519895e488fd3b3dab1d41381a1d9ab1,49.9
0xaaed8f7c0729f53479774dfe4c2502890db06a7e,49.9
0x57db5d6aa783cf29af41330569d24957140fd3eb,49.9
0xbc8dafeaca658ae0857c80d8aa6de4d487577c63,49.9
0x316b98c6df382bd218186d0766966459a199dd04,49.9
0xe7d0ae1823582e5e6c3a0f9bb0526d380b16edf4,49.9
0xb0aa3ec179e57b80ef5bdaabcfebcc861741c528,49.9
0xb09cd60ad551ce7ff6bc97458b483a8d50489ee7,49.9
0xec75e6ae612401d4188266eb731697339b9b0f36,49.9
0xf5e23e86ec9f6667b492a7b8196395278fc7b482,49.9
0x78a083d3ffc762515dc0e168c33f186dca76e45e,49.9
0xe264d4f4169ec460c86019b94e390d3957135b6b,49.9
0xa7e9cd3a8b3ed5045f65efe4b9ee6d2d782ccbb1,49.9
0x4e5ad6abfb732ea26920b8cb89da8fb33961dc44,49.9
0xa64268fbafb42c80f976b78f1a8e9b5c88fe1c96,49.9
0x6d1651ba28a5674a8aa1b5713de3415f15b5a2c1,49.9
0x99a70bbde9d02d1855a0148b95962ba037f133ac,49.89
0x19764305e5df2563e2062bcce5429b540d994be1,49.89
0x6555e1cc97d3cba6eaddebbcd7ca51d75771e0b8,49.89
0x7e06b4c65a6bcd3068e692a592211e29955f6566,49.89
0xf55e015769baac7e5861cba62ee775868c335cee,49.89
0xf34f1d3c83ba6dc25f518b986f38a8cecf5eb14e,49.89
0xba333f8ff556bf35d38e102a98daf1c5f6d9d708,49.89
0x5e55444ce48949c8093ca496a4abdc310bbf5859,49.89
0xcf27ec0ae6f3c4aff868b2a19f8dad58cdc8730c,49.89
0xf2201927b27ef22c967793d5eae870d5de19c832,49.89
0xc3e1ceffc8087082baa045a9473edecf3773c122,49.89
0xc66adf81f5002a9f7d8f0e3ec2a523e4a628406b,49.89
0xa010322f3eea1004d16e1687777440b78f2e558e,49.89
0xe99b1148e185d2b8e4e901f60c0230696d3fde2a,49.88
0xf9f2abcc9df889794b60f0791a784f5a97d32920,49.88
0x6365ca7eeac872310727dacebfd5c31fe9ebacea,49.88
0x48b79c0199b0c2ae0c93d3a6c22f82aa0d4c5513,49.88
0xf9ff6714f6555837a3833f083420396fd4ed4ea6,49.88
0xd2eeff73117c86c14f11a6052620848f8dd6e0c8,49.88
0x227033541b0b3b75ff258a47f5f8368fad866497,49.88
0x8c0b27cc305590b1ef0d90a6b41c51dce6e2c5fc,49.88
0x0951ff0835302929d6c0162b3d2495a85e38ec3a,49.88
0x956e4eb19ff4280ce887048fb154d97414eff018,49.87
0x8ee78521568142ad68814a92a15360ceb6e939e6,49.87
0x6c70e3563cef0c6835703bb2664c9f59a92353e4,49.87
0x0e1e3d1869116c657081c69b1610d731e5488006,49.87
0xfa180789020c83cd37bd3438009c688ed3efbb9b,49.87
0x809fa673fe2ab515faa168259cb14e2bedebf68e,49.87
0xb263e97547b3bedc9aa3214c0bc49c5985df26d2,49.87
0x6ec62454447b9adacbebbae86687707a786c8530,49.87
0x3abf8a57b611be2f8269e3f642543555c6179766,49.87
0xec0a545d86744753e7ec0ba92e85e1a366e3bab9,49.87
0xec0b8a38d1f217984a5a22f4d1938d474902f984,49.87
0x890a41bffc0213e479cf470dcdfebe413cce3389,49.87
0x906b7192d8659994eb902feb994fd68d64f04fc6,49.87
0xe6c58978d013b757eb315bd6fd776bee2ee2b63c,49.87
0xe2805dbecba90353dfbc5032d642165bd71bb3ba,49.87
0x188970e1aa6be188c3380894cfb563f915e4c0eb,49.87
0x410c8568c94f707008bb7a5afd36421b0cf6c307,49.87
0xc15792b8578fc26c10de7f88191ecff579151866,49.87
0xc8273dd8a2635a15b0e34f838d0613b7609c30ba,49.87
0x9c59990ec0177d87ed7d60a56f584e6b06c639a2,49.87
0x42ba209ee3547019ece148e7e34e5f268f6bcc8a,49.87
0x165f43003b24d1f8a241ba1883da28eee6a9da94,49.87
0x0e8c28770f789866a0383467f83e34d13d4b0974,49.87
0xe94e85a53845ab266483ffda5b78a0a0f575ccb9,49.87
0xab8791b0ae982187b4fb4ae4612bd4c29ec6c110,49.86
0x6401ad302f83106cfb9fe92ef8e1c53ddb5bb816,49.86
0x579efd8839862c4bdf19407c292dc413c5742546,49.86
0x4defa30195094963cfac7285d8d6e6e523c7f90d,49.86
0x2b50d53c2d10954aea741ae61001c3fb77717e5e,49.86
0x5bf334b9d5dd6ebb1f924ffbc6f3114b6ea828f5,49.86
0xd25562a703f734a69405e7e1dc4dd3b5edabf0b9,49.86
0xd21e9a1471b65465166e99832ade5bd1e3a85c9e,49.86
0xc721921b29618680c19f4a4d1458f82689c126ce,49.86
0x1c7c13756d70a3150caaddf10861eb11634d2731,49.86
0xbf63f97613f796e1de3446e64b529c79e5cc40b2,49.86
0x45c84e29eaf1f15a89bea1e8146a53d68d409cc2,49.86
0xa453d2756d3b30e2f7dc7dd750773e34435bb662,49.86
0x5bec0bdd54bed969ba8b7b4a9ec1f41c2dbba8a1,49.86
0x46885091faf1a59fbf97f1937f40284f068664da,49.86
0xcb59db511a5922303cc867e2853d5cad72698deb,49.86
0xca1132ba4e92a247365b0e8dd1ec23a1fad2fdfe,49.86
0xa9eb0e4da3e799a162d3e8459c8f386ef841ceba,49.86
0x1ea456cb5f130d17179dc506df8cb0c754e9c902,49.86
0xf3ae4bb5691b9d45461cdcdd4becb0c9986a3237,49.86
0x11b6a5fe2906f3354145613db0d99ceb51f604c9,49.85
0x311bf6e6b6d416a808adf524b2fba791bf257e19,49.85
0x50b49fec823a3d86050c91272bce7c8c0df4d71f,49.85
0x8cb3d7be88f28d12d089f38e0dd5ab725a9f60a4,49.85
0xca4a4e011bdeb6e5cbc229b882ee20ad3231096a,49.85
0xe9fa0a8ded2afff8f867dfe820e52bc79cac0c79,49.85
0xa50c6ceff7d7977a530b7b66fcccbe5438405aa9,49.85
0x77bed8137d3c1640d0f45e5cd1be92291d22f7d3,49.85
0x3a7d5efb476f6bc463cb0b06a2ef39d76db564df,49.85
0x858ea8798f5cdb83b08e238a40374bb0e1a54978,49.85
0xae5fb390e5c4fa1962e39e98dbfb0ed8055ed7a9,49.85
0x63f402999a541787983ce4ad0890bb13bce5ab10,49.85
0x38d88e9366bf9b1c79162803f081a993a7ff3dbb,49.85
0x4f28ce380aa718310700f673d96e8eeb8b679856,49.85
0xa82e4d575e09de36f09999c85c2d7237c957374a,49.85
0x42075dd2fd29bc6a10330715631df6d8b698ea61,49.85
0x127f6bfe9b238edec1bc3cc129c4c78cc5727871,49.85
0x2ee0b86ae26a615ab18958a65553f5d6498cfe98,49.85
0xb4be361f092d9d5edfe8606fd53260eced3b776e,49.85
0x5d79fc3e6a91e249c1193d8326a912f949568646,49.85
0xbbabee715c939351a1b2d32c1069bf90a730e2dc,49.85
0xb188ee1daca51ce6b58ccf8a81ce4025a714bc73,49.85
0xac79d6385ee06048665d619e63840d1168afa7e6,49.85
0xb6ca56312079292eca531ccc78ca6e9c8a4371ea,49.84
0xdfea085ef14c3f9c1e363ecacd8e5e6ef24a9e1d,49.84
0x7ab83b5e9a93f55cba6776fee1b6b8a73f78dc5b,49.84
0xf80d693281a6984c375d1b37ef55c90b2892b0e9,49.84
0x5d47e5d242a8f66a6286b0a2353868875f5d6068,49.84
0xa06dd7ae30effce6d0aa7fd0fe1a0cd4a1329e4d,49.84
0x47b2efa18736c6c211505aefd321bec3ac3e8779,49.84
0x931292c42a5f600e80d75b7c7743f0164240882c,49.84
0xf1caf10c5fe421660e8fdf2c0cdaa0be68633b3e,49.84
0x9389d9e95f8d409b1e6ca7085f0ada92e546ee5f,49.83
0x1f4508e6758e12397fbc7a15df4d53a63e03c78e,49.83
0x17cb8e52c2ac32aad94b72758ebf8e84f0d94f8c,49.83
0xd441b7e82e11d66b981f879fb1d4720876ec941b,49.83
0x6f9bb7e454f5b3eb2310343f0e99269dc2bb8a1d,49.83
0x3b2e298b401d1e11ce6ee82b54792ca435ce81ec,49.83
0xdcc25317980744fb683c5027a1f740e1904d0422,49.83
0x7a69bd5a31f3388ed2eb2a7464aa462c658d1929,49.83
0x30377714d83f02be07189b321c94d554fcaeb3df,49.83
0x3d1d660de74051409ad0abe7983277b2268456bb,49.83
0xdbf156853b040431a3e5d6d0802800b29e6ebf99,49.83
0x12690cdba85ce9f5200110bdf391567e8635d759,49.83
0x800c443d4fc0048d2f4a83d64cdec93a824be745,49.83
0x19ca95b64d52ccf91408b63b042182223c8c2f1c,49.83
0x6b719561b3c2163cab0ace33d2495d54a70edd3f,49.82
0x6cbf891ec109e6e9e1893dd33f145719540cd834,49.82
0xeee61d4100c2a8fe0c3b3e9e9dd6b8afd2f2d40d,49.82
0x9b6a90997514d05ae15b06262d9d60240c67b7ad,49.82
0xe10746aeac9cc260afe434951bbbc48816ad1b71,49.82
0x4c0c59f3e1e8727c60ed7bdddbb454ce4814458d,49.82
0x1bffafe206cfab42b23dad63cf0b603a673deb64,49.82
0x82caf43842862259e610889ea9b67b5392885075,49.82
0x1e2bfd353d26e4ad48933c1b518a453d1440969f,49.82
0xfccb964c514c12794509ed62fa274f0e284cee82,49.82
0x80c013d980ab049471c88e1603b8b4a60e03295c,49.82
0x06d57af6792edf066046aaf958d92ae5558e0e56,49.82
0xd87cfd8757db0aa5b3380bc8009881f64f76bd20,49.82
0x9e8e124a8099f08477ca8325255fd357d790ce2d,49.82
0x2b32c3ecaf47ed3ad459565c472182f56414c9b2,49.82
0xae8f0d02e1d9ac5fa999930027e03d299b5d987b,49.82
0x72d9f391dfc352105b8aa391475007d4bcefe1e4,49.82
0xfd2a4bb21e1419598f65407b6d5ae8a19eaec014,49.82
0x50481e120c49588779bb110bb5a0d468661ca5a4,49.82
0xbe0f77b3daf54658fd39ce81f1588d93d8c0b12d,49.82
0xc1d112db497d0f814dd5e9d694106a78ad478af7,49.82
0x3b65216e13db79a863823f637c6c429e89d72c22,49.82
0xc37027c11b6b416462aa7b589e6f7937ce220327,49.82
0xcf0368aafe3f9e9d89a5b194b493f13d1d61f96c,49.82
0xd53046601e88ea3d7ec29f723ee855ac1ae7ab60,49.81
0x914ebffcbd9ad6a35286c1b269e6310e345e42dc,49.81
0x4a2fcc8afeb7034c650e0fbb0fe93cdf97220c1b,49.81
0x9eb24c1ea221216158b7908179c13192fee89b4a,49.81
0x9de91512807a33d1df1d7ad07a99b220ed719269,49.81
0x340740832809a116593b148feffb463825b14248,49.81
0xa4a0ec379f72fa5e1c7d7df29a40d74e4346f398,49.81
0x5da581400c1a404811ab251680e24eb73f679f18,49.81
0x65c1d220e067b9339e7d136c74e88365b57aeb53,49.81
0x9a0a34df1692f73e4aa8347c734d092e8b652df7,49.81
0x304acce87b3dd9b5019d32fa53866060e5032325,49.81
0xc39fa89b072e923b73d19537044d72e502990031,49.81
0x3538231cf9b57a35d5bf3c0d3b9ea54ff5863465,49.81
0x706cc11bcd1b4432157f6b3a63536585b2d98e8a,49.81
0x96c85035e25b31b7d0c15d11149b2479e4edc704,49.81
0x5fa079673749104641b0e59388a87c84c2843fe6,49.81
0x8eaf636e86df53277c5006a7006b61392d11b12e,49.81
0x8e87cb675e0f1f5ba60e06446faa3cfe4816b9e5,49.81
0x825d4f26ac2f18dbd1fdee85c710abd6aaf78b7d,49.81
0x99e39611e125ad59214ab8bc62c2e79ef39d1ae0,49.81
0x206e3058eb8ddae476ca1e3936259209dc01c2db,49.81
0x0249709880fc44b72f00abbe7f6120c9a61bade7,49.81
0xb54078fcda3bc8e94ab6acf12ee651b1413a8985,49.81
0x59de64f518f99b310e8e0014823b08e849eb7a24,49.8
0x23a49a9930f5b562c6b1096c3e6b5bec133e8b2e,49.8
0xa00e47c8fbe274ab3c24b08081d661c8536bc80c,49.8
0x3444ecc6425b8cf1bbeb1a0e67d5a3ed51771501,49.8
0xcdebcf59ee33978320ca2ebcd433ace6144c63c4,49.8
0x9eff806ba579ee2bd51bd35b63cd19f6bd6dd0bd,49.8
0x009c07cc41a358176c97b525284d50f4960bc939,49.8
0xa43ce8cc89eff3aa5593c742fc56a30ef2427cb0,49.8
0xe4e9bb2c6aabcae687352ba00214771dcd538a35,49.8
0x138dd537d56f2f2761a6fc0a2a0ace67d55480fe,49.8
0xeb64340f380b8c2e708c390a1a6be7d7c9c1c4e8,49.8
0xbe746b3639af3d3f3a743318f11ce4073e71f42d,49.8
0xaaa62dfeb5f428c4c7b03743ebc7ac1e7bc4bc8e,49.8
0x7b2e78d4dfaaba045a167a70da285e30e8fca196,49.8
0x903ddd91207f737255ca93eb5885c0e087be0fc3,49.8
0xb24b54fe5a3adcb4cb3b27d31b6c7f7e9f6a73a7,49.8
0x4394108a847703e28d7af2b7f76d557e6cb45254,49.8
0x61990ebee5faa2b7814a0ffac869bbeae748457f,49.8
0x933c69a50bab41cd9c66c911dd8110c957c2611e,49.8
0xaf5d6846a4b7c2cdfabebf001382bc9cba4dd266,49.8
0x3e7dd7df9c1ffd12b8ecd94a27472bdc4d87ab7e,49.8
0x3e4364137ab4298dfdd19c00e333561a3bfca53d,49.8
0xe34c3fb6f252c676f3697d5b913236ca3510f36d,49.79
0xa401742a25aedef3e807a0fca064621c0574cb9f,49.79
0xf3ae7a5ff2863247b83661cda7050d9df4bc9ce4,49.79
0xc25c0092307a5b8afd8a4bd01351a92579040951,49.79
0x3b38df411221126688b7ca4cd3b5c08144e558e5,49.79
0x7b32e91fe1e1c7b60f9ae6d8315f2b92fb505141,49.79
0x57abba3830751b3f5023710c5fb6c64405270366,49.79
0x6be8f8c73fff5b3ecd4b179cf029774f519abeaf,49.79
0xda46d200053ca2402b4b447cc975da61c744c23a,49.79
0xfadf6dbc1e85a25266d395f8063ce4f7c57f8534,49.79
0x2fa1859029a483defbb664bb6026d682f55e2fcd,49.79
0x2fcda75f0038d54bd0f0d88d5db2a62ea298af36,49.79
